"Source URL","Target URL","Anchor","Context","Plaats","Source type","Target type","Actie"
"/huis-verkopen-met-meerdere-erfgenamen","/huis-verkopen-na-overlijden-partner","huis verkopen na overlijden van je partner","Is de woning na het overlijden verdeeld tussen een langstlevende partner en kinderen, lees dan ook hoe vruchtgebruik en blote eigendom werken bij een [huis verkopen na overlijden van je partner](/huis-verkopen-na-overlijden-partner).","intro","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/huis-laten-schatten","huis laat schatten",". Bekijk hoe je een [huis laat schatten](/huis-laten-schatten) of de [waarde van je woning berekent](/waarde-woning-berekenen).","midden","support","money","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/waarde-woning-berekenen","waarde van je woning berekent",". Bekijk hoe je een [huis laat schatten](/huis-laten-schatten) of de [waarde van je woning berekent](/waarde-woning-berekenen).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/compromis-verkoop-huis","compromis bij verkoop van een huis",". Lees meer over de [compromis bij verkoop van een huis](/compromis-verkoop-huis).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/minimum-tijd-tussen-compromis-en-akte","minimumtijd tussen compromis en akte",". Zie de [minimumtijd tussen compromis en akte](/minimum-tijd-tussen-compromis-en-akte) en het [verlijden van de akte](/akte-verlijden).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/akte-verlijden","verlijden van de akte",". Zie de [minimumtijd tussen compromis en akte](/minimum-tijd-tussen-compromis-en-akte) en het [verlijden van de akte](/akte-verlijden).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/verkoop-uit-de-hand","verkoop uit de hand",". Bekijk het verschil tussen [verkoop uit de hand](/verkoop-uit-de-hand) en [openbare verkoop van een huis](/openbare-verkoop-huis).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/openbare-verkoop-huis","openbare verkoop van een huis",". Bekijk het verschil tussen [verkoop uit de hand](/verkoop-uit-de-hand) en [openbare verkoop van een huis](/openbare-verkoop-huis).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/successierechten-vermijden","successierechten kunt vermijden",". Zie ook hoe je [successierechten kunt vermijden](/successierechten-vermijden).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/huis-verkopen-verplichtingen","verplichtingen bij verkoop van een huis",". Meer uitleg vind je bij de [verplichtingen bij verkoop van een huis](/huis-verkopen-verplichtingen) en bij het [asbestattest](/asbestattest).","midden","support","hub","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/asbestattest","asbestattest",". Meer uitleg vind je bij de [verplichtingen bij verkoop van een huis](/huis-verkopen-verplichtingen) en bij het [asbestattest](/asbestattest).","midden","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/kosten-verkoop-huis","kosten van een verkoop van een huis",". Zie ook de [kosten van een verkoop van een huis](/kosten-verkoop-huis) en de [notariskosten bij verkoop](/notariskosten-verkoop-huis).","einde","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/notariskosten-verkoop-huis","notariskosten bij verkoop",". Zie ook de [kosten van een verkoop van een huis](/kosten-verkoop-huis) en de [notariskosten bij verkoop](/notariskosten-verkoop-huis).","einde","support","child","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". Lees meer over de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar) en [verkopen met een makelaar](/huis-verkopen-met-makelaar).","einde","support","money","houden"
"/huis-verkopen-met-meerdere-erfgenamen","/huis-verkopen-met-makelaar","verkopen met een makelaar",". Lees meer over de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar) en [verkopen met een makelaar](/huis-verkopen-met-makelaar).","einde","support","child","houden"
"/huis-verkopen-na-1-jaar","/opschortende-voorwaarde","opschortende voorwaarde","Meer uitleg over voorwaarden bij een compromis staat op de pagina over de [opschortende voorwaarde](/opschortende-voorwaarde) bij een vastgoedkoop.","intro","support","child","houden"
"/huis-verkopen-na-1-jaar","/miserietaks","miserietaks",". Meer uitleg staat op de pagina over de [miserietaks](/miserietaks).","midden","support","child","houden"
"/huis-verkopen-na-1-jaar","/meerwaardebelasting-vastgoed","meerwaardebelasting op vastgoed",". Meer uitleg staat op de pagina over [meerwaardebelasting op vastgoed](/meerwaardebelasting-vastgoed).","midden","support","child","houden"
"/huis-verkopen-na-1-jaar","/huis-verkopen-verplichtingen","verplichtingen bij verkoop van een woning",". Meer uitleg staat op de pagina over de [verplichtingen bij verkoop van een woning](/huis-verkopen-verplichtingen).","midden","support","hub","houden"
"/huis-verkopen-na-1-jaar","/asbestattest","asbestattest",". Meer uitleg staat op de pagina over het [asbestattest](/asbestattest).","midden","support","child","houden"
"/huis-verkopen-na-1-jaar","/huis-verkopen-verplichtingen/asbestattest/prijs","prijs van een asbestattest",". Meer uitleg staat op de pagina over de [prijs van een asbestattest](/huis-verkopen-verplichtingen/asbestattest/prijs).","midden","support","child","houden"
"/huis-verkopen-na-1-jaar","/huis-laten-schatten","woning laten schatten",". Meer uitleg staat op de pagina over een [woning laten schatten](/huis-laten-schatten).","midden","support","money","houden"
"/huis-verkopen-na-1-jaar","/kosten-verkoop-huis","kosten bij de verkoop van een huis","Meer uitleg staat op de pagina over de [kosten bij de verkoop van een huis](/kosten-verkoop-huis).","einde","support","child","houden"
"/huis-verkopen-na-1-jaar","/vastgoedkantoren/vlaams-brabant","vastgoedkantoren in Vlaams-Brabant",". Via [vastgoedkantoren in Vlaams-Brabant](/vastgoedkantoren/vlaams-brabant) vinden verkopers makelaars in hun regio.","einde","support","child","houden"
"/huis-verkopen-na-overlijden-partner","/huis-verkopen-met-meerdere-erfgenamen","huis verkopen met meerdere erfgenamen",". De mogelijkheden bij onenigheid staan verder uitgelegd bij een [huis verkopen met meerdere erfgenamen](/huis-verkopen-met-meerdere-erfgenamen).","midden","support","child","houden"
"/huis-verkopen-na-overlijden-partner","/kosten-verkoop-huis","calculator voor de netto-opbrengst",". Een algemene raming maak je met de [calculator voor de netto-opbrengst](/kosten-verkoop-huis#netto-opbrengst-calculator).","midden","support","child","houden"
"/huis-verkopen-na-overlijden-partner","/huis-verkopen-verplichtingen","verplichtingen bij de verkoop van een huis","De algemene documentencheck staat op de pagina over [verplichtingen bij de verkoop van een huis](/huis-verkopen-verplichtingen).","midden","support","hub","houden"
"/huis-verkopen-na-overlijden-partner","/waarde-woning-berekenen","eerste berekening van de woningwaarde",". Vergelijk daarvoor een [eerste berekening van de woningwaarde](/waarde-woning-berekenen) met een [schatting na plaatsbezoek](/huis-laten-schatten).","midden","support","child","houden"
"/huis-verkopen-na-overlijden-partner","/huis-laten-schatten","schatting na plaatsbezoek",". Vergelijk daarvoor een [eerste berekening van de woningwaarde](/waarde-woning-berekenen) met een [schatting na plaatsbezoek](/huis-laten-schatten).","midden","support","money","houden"
"/huis-verkopen-na-overlijden-partner","/successierechten-woning","successierechten op een woning",". De berekening staat uitgewerkt bij de [successierechten op een woning](/successierechten-woning).","einde","support","child","houden"
"/huis-verkopen-verplichtingen/asbest-verwijderen","/huis-verkopen-verplichtingen/asbestattest","asbestattest bij verkoop","Meer weten over de verplichtingen rond asbest bij verkoop? Lees dan over het [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest), de [prijs van een asbestattest](/huis-verkopen-verplichtingen/asbestattest/prijs) en [asbestsanering](/asbestattest/asbestsanering).","einde","support","child","houden"
"/huis-verkopen-verplichtingen/asbest-verwijderen","/huis-verkopen-verplichtingen/asbestattest/prijs","prijs van een asbestattest","Meer weten over de verplichtingen rond asbest bij verkoop? Lees dan over het [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest), de [prijs van een asbestattest](/huis-verkopen-verplichtingen/asbestattest/prijs) en [asbestsanering](/asbestattest/asbestsanering).","einde","support","child","houden"
"/huis-verkopen-verplichtingen/asbest-verwijderen","/asbestattest/asbestsanering","asbestsanering","Meer weten over de verplichtingen rond asbest bij verkoop? Lees dan over het [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest), de [prijs van een asbestattest](/huis-verkopen-verplichtingen/asbestattest/prijs) en [asbestsanering](/asbestattest/asbestsanering).","einde","support","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/asbestattest/bij-schenking","asbestattest bij schenking",". Lees bij een schenking ook de uitleg over een [asbestattest bij schenking](/asbestattest/bij-schenking) en laat de concrete akte door de notaris beoordelen.","midden","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/asbestattest/compromis","asbestattest bij de compromis","De pagina over het [asbestattest bij de compromis](/asbestattest/compromis) behandelt de timing en vermeldingen in meer detail.","midden","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen/asbestattest/prijs","prijs van een asbestattest",". Bekijk daarnaast de afzonderlijke pagina over de [prijs van een asbestattest](/huis-verkopen-verplichtingen/asbestattest/prijs) voor offertepunten en woningtypes.","midden","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/asbestattest/geldigheid","geldigheid van een asbestattest","De afzonderlijke gids over de [geldigheid van een asbestattest](/asbestattest/geldigheid) behandelt de verval- en vernieuwingsmomenten uitgebreider.","midden","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen","asbestattest gemeenschappelijke delen",". Onze praktische uitleg staat op [asbestattest gemeenschappelijke delen](/huis-verkopen-verplichtingen/asbestattest/gemeenschappelijke-delen).","einde","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen","verplichtingen bij de verkoop van een huis","Controleer het volledige overzicht van [verplichtingen bij de verkoop van een huis](/huis-verkopen-verplichtingen).","einde","money","hub","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen/epc","EPC bij verkoop",". De afzonderlijke pagina’s over het [EPC bij verkoop](/huis-verkopen-verplichtingen/epc), de [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) en het [bodemattest](/huis-verkopen-verplichtingen/bodemattest) helpen om elk document correct te plannen.","einde","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen/elektriciteitskeuring","elektriciteitskeuring",". De afzonderlijke pagina’s over het [EPC bij verkoop](/huis-verkopen-verplichtingen/epc), de [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) en het [bodemattest](/huis-verkopen-verplichtingen/bodemattest) helpen om elk document correct te plannen.","einde","money","child","houden"
"/huis-verkopen-verplichtingen/asbestattest","/huis-verkopen-verplichtingen/bodemattest","bodemattest",". De afzonderlijke pagina’s over het [EPC bij verkoop](/huis-verkopen-verplichtingen/epc), de [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) en het [bodemattest](/huis-verkopen-verplichtingen/bodemattest) helpen om elk document correct te plannen.","einde","money","child","houden"
"/huis-verkopen-verplichtingen/elektriciteitskeuring","/huis-verkopen-verplichtingen/elektriciteitskeuring/prijs","kosten van een elektriciteitskeuring","De aparte prijsgids legt de scope en vergelijkingspunten verder uit bij de [kosten van een elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring/prijs).","midden","money","child","houden"
"/huis-verkopen-verplichtingen/elektriciteitskeuring","/woning-kopen-met-afgekeurde-elektriciteit","woning kopen met afgekeurde elektriciteit","Meer aandachtspunten voor budget, bod en herkeuring staan bij een [woning kopen met afgekeurde elektriciteit](/woning-kopen-met-afgekeurde-elektriciteit).","midden","money","child","houden"
"/huis-verkopen-verplichtingen/elektriciteitskeuring","/huis-verkopen-verplichtingen","verplichtingen bij de verkoop van een huis","Stem dit af met de andere [verplichtingen bij de verkoop van een huis](/huis-verkopen-verplichtingen), zoals EPC, bodemattest, asbestattest en eventuele documenten over een mazouttank.","einde","money","hub","houden"
"/huis-verkopen-verplichtingen/elektriciteitskeuring/prijs","/woning-kopen-met-afgekeurde-elektriciteit","een woning kopen met afgekeurde elektriciteit",". Wilt u weten wat u zelf kunt doen na een afkeuring, lees dan meer over [een woning kopen met afgekeurde elektriciteit](/woning-kopen-met-afgekeurde-elektriciteit).","midden","support","child","houden"
"/huis-verkopen-verplichtingen/epc","/epc-waarde-verlagen","de EPC-waarde verlagen",". De pagina over [de EPC-waarde verlagen](/epc-waarde-verlagen) helpt om maatregelen te ordenen zonder alleen op één labelstap te focussen.","midden","money","child","houden"
"/huis-verkopen-verplichtingen/epc","/huis-verkopen-verplichtingen","verplichtingen bij de verkoop van een huis",". Combineer deze controle met de andere [verplichtingen bij de verkoop van een huis](/huis-verkopen-verplichtingen), zoals de elektrische keuring, het bodemattest en het asbestattest wanneer die van toepassing zijn.","midden","money","hub","houden"
"/huis-verkopen-verplichtingen/epc","/woning-kopen-met-epc-f","woning kopen met EPC F","Wie een slecht label koopt, vindt een gerichte voorbereiding in de gids over een [woning kopen met EPC F](/woning-kopen-met-epc-f).","midden","money","child","houden"
"/huis-verkopen-verplichtingen/epc","/renovatieplicht-bestaande-woning","renovatieplicht voor bestaande woningen",". Voor de bredere regels en uitzonderingen lees je verder bij de [renovatieplicht voor bestaande woningen](/renovatieplicht-bestaande-woning).","midden","money","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-verplichtingen/epc","EPC bij de verkoop van een woning","De aparte gids over het [EPC bij de verkoop van een woning](/huis-verkopen-verplichtingen/epc) legt uit welke informatie in de publiciteit hoort en wanneer een bestaand certificaat nog bruikbaar is.","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-verplichtingen/bodemattest","bodemattest bij woningverkoop",". De pagina over het [bodemattest bij woningverkoop](/huis-verkopen-verplichtingen/bodemattest) behandelt die situatie afzonderlijk.","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-verplichtingen/elektriciteitskeuring","elektriciteitskeuring bij verkoop",". Bekijk bij twijfel de regels voor de [elektriciteitskeuring bij verkoop](/huis-verkopen-verplichtingen/elektriciteitskeuring).","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-verplichtingen/mazouttank","mazouttank bij verkoop",". De gids over de [mazouttank bij verkoop](/huis-verkopen-verplichtingen/mazouttank) helpt het juiste scenario bepalen.","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/compromis-verkoop-huis","verkoopcompromis",". Laat daarom een [verkoopcompromis](/compromis-verkoop-huis) en complexe biedingsvoorwaarden vooraf door de notaris voorbereiden of controleren.","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-verplichtingen/asbestattest","asbestattest bij verkoop",". Lees ook wat geldt voor het [asbestattest bij verkoop](/huis-verkopen-verplichtingen/asbestattest) en welke informatie een attest wel en niet bewijst.","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/appartement-verkopen","een appartement verkopen",". Het volledige verkoopproces staat in de gids over [een appartement verkopen](/appartement-verkopen).","midden","power page","child","houden"
"/huis-verkopen-verplichtingen","/huis-verkopen-zonder-makelaar","huis zonder makelaar verkoopt","Wie het [huis zonder makelaar verkoopt](/huis-verkopen-zonder-makelaar), neemt de coördinatie zelf op zich.","einde","power page","child","houden"
"/huis-verkopen-verplichtingen","/kosten-verkoop-huis","verkoopkosten voor een huis",". De pagina over [verkoopkosten voor een huis](/kosten-verkoop-huis) plaatst de attesten naast makelaarskosten, hypotheekafrekening en andere mogelijke uitgaven.","einde","power page","child","houden"
"/huis-verkopen-verplichtingen","/verborgen-gebreken-huis","verborgen gebreken na een woningverkoop",". De aparte uitleg over [verborgen gebreken na een woningverkoop](/verborgen-gebreken-huis) beschrijft waarom duidelijke communicatie en bewijs belangrijk zijn.","einde","power page","child","houden"
"/huis-verkopen-zonder-makelaar","/woning-verkopen","manieren om een woning te verkopen",". Vergelijk daarom eerst de verschillende [manieren om een woning te verkopen](/woning-verkopen) voordat je exclusieve afspraken maakt.","intro","support","money","houden"
"/huis-verkopen-zonder-makelaar","/huis-laten-schatten","professionele schatting van je huis",". Begin met een [professionele schatting van je huis](/huis-laten-schatten) en vergelijk de onderbouwing met recente panden uit dezelfde omgeving.","intro","support","money","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen/epc","Geldig EPC","| [Geldig EPC](/huis-verkopen-verplichtingen/epc) | Vóór de tekoopstelling | Vermeld het label of de energiescore in iedere advertentie |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen/bodemattest","Bodemattest","| [Bodemattest](/huis-verkopen-verplichtingen/bodemattest) | Bij de overdracht | De Openbare Vlaamse Afvalstoffenmaatschappij geeft aan welke bodeminformatie bekend is |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen/elektriciteitskeuring","Elektrische keuring","| [Elektrische keuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) | Bij een oudere huishoudelijke installatie | Een negatief verslag verhindert de verkoop op zichzelf niet |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen/asbestattest","Asbestattest","| [Asbestattest](/huis-verkopen-verplichtingen/asbestattest) | Normaal bij een toegankelijk gebouw van voor 2001 | Bezorg het uiterlijk bij de ondertekening van de verkoopovereenkomst |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/postinterventiedossier","Postinterventiedossier","| [Postinterventiedossier](/postinterventiedossier) | Bij relevante werken door aannemers sinds mei 2001 | Draag het technische dossier over aan de koper |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen/mazouttank","Attest stookolietank","| [Attest stookolietank](/huis-verkopen-verplichtingen/mazouttank) | Wanneer een mazouttank aanwezig is | Controleer gewestelijke voorwaarden en keuringsstatus |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/syndicus","Informatie van de syndicus","| [Informatie van de syndicus](/syndicus) | Bij een appartement | Denk aan lasten, reservefonds, procedures en geplande werken |","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-zelf-verkopen-documenten","documentenchecklist voor zelfverkopers","De [documentenchecklist voor zelfverkopers](/huis-zelf-verkopen-documenten) behandelt ieder document afzonderlijk.","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-verplichtingen","verplichtingen bij de verkoop van een huis",". Controleer daarnaast de ruimere [verplichtingen bij de verkoop van een huis](/huis-verkopen-verplichtingen) wanneer de woning een bijzondere juridische of technische situatie heeft.","midden","support","hub","houden"
"/huis-verkopen-zonder-makelaar","/waarde-woning-berekenen","online waardeberekening van de woning","Combineer een [online waardeberekening van de woning](/waarde-woning-berekenen) met lokale referentiepanden en minstens één onderbouwde waardebepaling.","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-met-makelaar","erkende vastgoedmakelaar",". Wie ver van de woning woont of de opvolging niet consequent kan uitvoeren, kan alsnog baat hebben bij een [erkende vastgoedmakelaar](/huis-verkopen-met-makelaar).","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/compromis-verkoop-huis","compromis bij de woningverkoop",". Noem het [compromis bij de woningverkoop](/compromis-verkoop-huis) daarom niet voorlopig of vrijblijvend.","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/verkoop-uit-de-hand","huis via de notaris verkoopt","Wil je zelf een koper zoeken maar de juridische begeleiding centraliseren, vergelijk dan ook hoe je een [huis via de notaris verkoopt](/verkoop-uit-de-hand).","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". Vergelijk de volledige dienstverlening met de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar) en bereken ook de andere [kosten bij de verkoop van een huis](/kosten-verkoop-huis).","midden","support","money","houden"
"/huis-verkopen-zonder-makelaar","/kosten-verkoop-huis","kosten bij de verkoop van een huis",". Vergelijk de volledige dienstverlening met de [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar) en bereken ook de andere [kosten bij de verkoop van een huis](/kosten-verkoop-huis).","midden","support","child","houden"
"/huis-verkopen-zonder-makelaar","/huis-verkopen-nieuw-kopen","een huis verkopen en een nieuw huis kopen",". De gids over [een huis verkopen en een nieuw huis kopen](/huis-verkopen-nieuw-kopen) helpt om die volgorde te structureren.","einde","support","child","houden"
"/huis-zelf-verkopen-documenten","/huis-verkopen-verplichtingen","verplichtingen en attesten bij woningverkoop",". De algemene wettelijke hoofdbron op de website blijft het overzicht van alle [verplichtingen en attesten bij woningverkoop](/huis-verkopen-verplichtingen).","intro","support","hub","houden"
"/huis-zelf-verkopen-documenten","/postinterventiedossier","postinterventiedossier met plannen en technische informatie","Een [postinterventiedossier met plannen en technische informatie](/postinterventiedossier) is verplicht bij woningen die na mei 2001 gebouwd of gerenoveerd zijn door een aannemer.","midden","support","child","houden"
"/huis-zelf-verkopen-documenten","/huis-verkopen-zonder-makelaar","stappenplan voor een huis verkopen zonder makelaar","De commerciële en juridische taken naast het documentendossier staan in het volledige [stappenplan voor een huis verkopen zonder makelaar](/huis-verkopen-zonder-makelaar).","einde","support","child","houden"
"/huis-zelf-verkopen-documenten","/huis-verkopen-met-makelaar","huis verkopen met makelaar",". Twijfel je of je alle documenten en juridische stappen zelf aankunt? Dan is een [huis verkopen met makelaar](/huis-verkopen-met-makelaar) een veiliger keuze.","einde","support","child","houden"
"/huurcontract-1-jaar","/welke-verzekeringen-zijn-verplicht-als-huurder","verzekeringen die voor een huurder verplicht of contractueel vereist zijn",". de [verzekeringen die voor een huurder verplicht of contractueel vereist zijn](/welke-verzekeringen-zijn-verplicht-als-huurder).","midden","support","child","houden"
"/huurcontract-1-jaar","/huurcontract-1-jaar-opzeggen-door-verhuurder","huurcontract van één jaar opzeggen door de verhuurder",". Bekijk voor de andere partij afzonderlijk de regels over een [huurcontract van één jaar opzeggen door de verhuurder](/huurcontract-1-jaar-opzeggen-door-verhuurder).","midden","support","child","houden"
"/huurcontract-1-jaar","/huurcontract-niet-geregistreerd","niet-geregistreerd huurcontract",". De aparte gids over een [niet-geregistreerd huurcontract](/huurcontract-niet-geregistreerd) behandelt ook de gevolgen tegenover een koper.","midden","support","child","houden"
"/huurcontract-1-jaar","/huurprijs-berekenen","huurprijs te berekenen",". Wie een marktconforme startprijs wil bepalen, kan de woningkenmerken en ligging gebruiken om de [huurprijs te berekenen](/huurprijs-berekenen).","midden","support","child","houden"
"/huurcontract-1-jaar","/huis-kopen-om-te-verhuren","huis te kopen en te verhuren",". Wie een investeringspand overweegt, verwerkt de gekozen huurstrategie ook in het plan om een [huis te kopen en te verhuren](/huis-kopen-om-te-verhuren).","einde","support","child","houden"
"/huurcontract-niet-geregistreerd","/compromis-verkoop-huis","compromis",". Daardoor kan het verkoopproces vertragen of kan een koper voorwaarden toevoegen aan de [compromis](/compromis-verkoop-huis).","midden","support","child","houden"
"/huurcontract-niet-geregistreerd","/asbestattest","asbestattest","Het [asbestattest](/asbestattest) is in Vlaanderen verplicht bij de verkoop van gebouwen met bouwjaar 2000 of vroeger.","einde","support","child","houden"
"/huurcontract-niet-geregistreerd","/huis-verkopen-verplichtingen/bodemattest","bodemattest",". Bij verkoop komen ook het [bodemattest](/huis-verkopen-verplichtingen/bodemattest) en de [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) kijken.","einde","support","child","houden"
"/huurcontract-niet-geregistreerd","/huis-verkopen-verplichtingen/elektriciteitskeuring","elektriciteitskeuring",". Bij verkoop komen ook het [bodemattest](/huis-verkopen-verplichtingen/bodemattest) en de [elektriciteitskeuring](/huis-verkopen-verplichtingen/elektriciteitskeuring) kijken.","einde","support","child","houden"
"/huurkoop-woning","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". Meer over de tarieven lees je bij [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar).","midden","support","money","houden"
"/huurkoop-woning","/optie-nemen-op-huis","een optie nemen op een huis","Wil je enkel een periode bedenktijd zonder verplichting, kijk dan ook naar [een optie nemen op een huis](/optie-nemen-op-huis).","midden","support","child","houden"
"/huurkoop-woning","/notariskosten-verkoop-huis","notariskosten bij verkoop van een huis","Een gedetailleerd overzicht van de aktekosten vind je bij [notariskosten bij verkoop van een huis](/notariskosten-verkoop-huis).","midden","support","child","houden"
"/huurkoop-woning","/huis-verkopen-verplichtingen","de verplichtingen bij verkoop van een huis",". Een volledig overzicht van alle attesten staat bij [de verplichtingen bij verkoop van een huis](/huis-verkopen-verplichtingen).","midden","support","hub","houden"
"/huurkoop-woning","/registratierechten","registratierechten in Vlaanderen",". Meer detail lees je bij [registratierechten in Vlaanderen](/registratierechten).","einde","support","child","houden"
"/huurprijs-berekenen","/gemeenschappelijke-kosten-appartement-huurder","gemeenschappelijke kosten appartement huurder",". Meer daarover lees je bij [gemeenschappelijke kosten appartement huurder](/gemeenschappelijke-kosten-appartement-huurder).","midden","support","child","houden"
"/huurprijs-berekenen","/huurcontract-niet-geregistreerd","huurcontract niet geregistreerd","Wat er precies gebeurt als de registratie uitblijft, staat beschreven bij [huurcontract niet geregistreerd](/huurcontract-niet-geregistreerd).","midden","support","child","houden"
"/hypothecair-mandaat","/huis-laten-schatten","schatting van je woning",". Een realistische [schatting van je woning](/huis-laten-schatten) geeft een sterker onderhandelingsdossier bij de bank.","einde","support","money","houden"
"/hypothecair-mandaat","/waarde-woning-berekenen","waardebepaling van je woning",". Voor een sterk kredietdossier begin je best met een correcte [waardebepaling van je woning](/waarde-woning-berekenen).","einde","support","child","houden"
"/hypothecaire-volmacht","/registratierechten","registratierechten in Vlaanderen",". Meer daarover lees je op de pagina over [registratierechten in Vlaanderen](/registratierechten).","midden","support","child","houden"
"/kadastraal-inkomen-appartement","/huis-laten-schatten","schatten",". Voor een correcte inschatting van de waarde laat je het appartement best [schatten](/huis-laten-schatten) of bereken je de [waarde van de woning](/waarde-woning-berekenen).","einde","support","money","houden"
"/kadastraal-inkomen-appartement","/waarde-woning-berekenen","waarde van de woning",". Voor een correcte inschatting van de waarde laat je het appartement best [schatten](/huis-laten-schatten) of bereken je de [waarde van de woning](/waarde-woning-berekenen).","einde","support","child","houden"
"/kamer-verhuren-in-eigen-huis","/huurcontract-niet-geregistreerd","niet-geregistreerd huurcontract",". Meer over het correct registreren lees je op de pagina over een [niet-geregistreerd huurcontract](/huurcontract-niet-geregistreerd).","midden","support","child","houden"
"/kamer-verhuren-in-eigen-huis","/huis-verkopen-met-makelaar","huis verkopen met makelaar",". Lees ook meer over [huis verkopen met makelaar](/huis-verkopen-met-makelaar).","einde","support","child","houden"
"/kosten-vastgoedmakelaar","/asbestattest","Asbestattest bij verkoop","* [Asbestattest bij verkoop](/asbestattest)","einde","money","child","houden"
"/kosten-vastgoedmakelaar","/huis-verkopen-verplichtingen","EPC en keuringen","* [EPC en keuringen](/huis-verkopen-verplichtingen)","einde","money","hub","houden"
"/kosten-vastgoedmakelaar","/notariskosten-verkoop-huis","Notariskosten bij verkoop","* [Notariskosten bij verkoop](/notariskosten-verkoop-huis)","einde","money","child","houden"
"/kosten-vastgoedmakelaar","/kantoor","kantorengids",". Gebruik de [kantorengids](/kantoor) om profielen eerst op vestiging, werkingsgebied, diensten, BIV-vermelding en beschikbare reviewdata te vergelijken.","einde","money","money","houden"
"/kosten-verkoop-huis","/kosten-vastgoedmakelaar","kosten van een vastgoedmakelaar",". De aparte gids over [kosten van een vastgoedmakelaar](/kosten-vastgoedmakelaar) legt de verschillende tariefformules verder uit.","midden","power page","money","houden"
